age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
56,6,13,16,23,24,23,25,29,38,102,2,999,0,43,1.1,93.994,-36.4,4.857,5191,23
41,5,13,20,10,24,23,25,29,38,579,1,999,0,43,1.1,93.994,-36.4,4.857,5191,24
37,4,13,18,23,24,24,25,29,38,143,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
41,5,13,20,10,23,23,25,29,38,677,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
35,4,13,10,23,24,23,25,29,38,267,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
37,4,13,18,23,24,23,25,29,38,345,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
52,7,13,21,23,23,23,25,29,38,185,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
39,7,15,21,23,23,23,25,29,38,207,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
39,1,13,16,10,23,23,25,29,38,69,2,999,0,43,1.1,93.994,-36.4,4.857,5191,23
56,4,13,16,10,23,23,25,29,38,100,2,999,0,43,1.1,93.994,-36.4,4.857,5191,23
34,2,13,17,23,24,23,25,29,38,125,2,999,0,43,1.1,93.994,-36.4,4.857,5191,23
45,4,13,19,10,24,23,25,29,38,461,1,999,0,43,1.1,93.994,-36.4,4.857,5191,24
43,8,14,21,23,24,23,25,29,38,240,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
56,7,13,10,23,24,23,25,29,38,70,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
39,7,13,21,23,24,23,25,29,38,193,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
53,4,13,16,23,24,23,25,29,38,136,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
38,10,15,17,10,24,23,25,29,38,73,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
42,4,13,16,10,24,23,25,29,38,528,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
42,4,13,16,10,23,23,25,29,38,541,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
35,3,14,17,23,24,23,25,29,38,338,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
40,3,13,21,10,24,23,25,29,38,163,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
51,4,13,16,23,24,23,25,29,38,87,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
60,4,13,19,10,23,23,25,29,38,301,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
56,11,13,10,10,24,23,25,29,38,46,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
39,2,15,17,10,24,23,25,29,38,52,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
56,11,13,10,10,23,23,25,29,38,204,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
40,4,13,10,23,24,24,25,29,38,155,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
36,4,13,19,23,24,24,25,29,38,98,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
51,4,13,10,10,24,23,25,29,38,71,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
51,4,13,10,10,23,23,25,29,38,243,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
43,5,14,20,23,24,23,25,29,38,186,2,999,0,43,1.1,93.994,-36.4,4.857,5191,23
59,2,13,17,23,23,23,25,29,38,579,2,999,0,43,1.1,93.994,-36.4,4.857,5191,23
24,7,14,21,23,24,23,25,29,38,165,2,999,0,43,1.1,93.994,-36.4,4.857,5191,23
37,4,14,19,10,24,24,25,29,38,163,2,999,0,43,1.1,93.994,-36.4,4.857,5191,23
40,4,13,19,10,23,23,25,29,38,46,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
42,4,13,19,10,23,23,25,29,38,559,3,999,0,43,1.1,93.994,-36.4,4.857,5191,23
39,2,15,17,10,23,23,25,29,38,2033,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
37,11,13,18,23,23,23,25,29,38,85,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
38,2,13,17,23,24,24,25,29,38,506,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
56,3,15,10,10,23,23,25,29,38,114,2,999,0,43,1.1,93.994,-36.4,4.857,5191,23
40,4,13,10,23,23,23,25,29,38,114,2,999,0,43,1.1,93.994,-36.4,4.857,5191,23
54,7,15,21,23,24,23,25,29,38,843,2,999,0,43,1.1,93.994,-36.4,4.857,5191,23
43,4,13,17,10,23,24,25,29,38,181,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
36,2,13,17,10,23,23,25,29,38,427,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
45,5,13,21,23,24,24,25,29,38,292,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
42,3,14,21,10,23,23,25,29,38,192,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
43,2,13,17,23,23,23,25,29,38,93,3,999,0,43,1.1,93.994,-36.4,4.857,5191,23
46,7,13,19,23,23,23,25,29,38,128,2,999,0,43,1.1,93.994,-36.4,4.857,5191,23
44,2,13,17,23,24,24,25,29,38,107,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
51,3,14,18,23,23,23,25,29,38,303,2,999,0,43,1.1,93.994,-36.4,4.857,5191,23
28,2,13,17,23,24,23,25,29,38,81,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
37,4,13,19,23,23,23,25,29,38,270,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
34,5,13,17,23,23,23,25,29,38,228,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
46,4,13,18,10,24,23,25,29,38,240,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
42,4,13,19,23,24,24,25,29,38,673,2,999,0,43,1.1,93.994,-36.4,4.857,5191,24
36,3,13,21,23,24,23,25,29,38,233,3,999,0,43,1.1,93.994,-36.4,4.857,5191,23
54,4,13,16,10,23,23,25,29,38,102,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
57,7,13,21,23,23,23,25,29,38,461,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
51,5,13,18,10,23,23,25,29,38,250,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
54,6,13,17,10,23,23,25,29,38,130,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
49,4,13,16,10,23,23,25,29,38,252,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
34,3,13,21,23,24,23,25,29,38,138,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
41,5,13,20,23,23,23,25,29,38,412,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
38,4,14,19,23,24,23,25,29,38,179,2,999,0,43,1.1,93.994,-36.4,4.857,5191,23
45,7,15,21,23,23,23,25,29,38,19,2,999,0,43,1.1,93.994,-36.4,4.857,5191,23
42,5,13,21,23,23,23,25,29,38,228,2,999,0,43,1.1,93.994,-36.4,4.857,5191,23
34,4,14,19,10,24,23,25,29,38,55,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
48,4,13,16,23,24,23,25,29,38,717,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
37,3,13,17,10,24,23,25,29,38,313,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
34,4,14,19,10,23,23,25,29,38,289,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
40,3,13,19,10,24,23,25,29,38,683,2,999,0,43,1.1,93.994,-36.4,4.857,5191,23
43,4,13,18,23,24,23,25,29,38,1077,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
33,2,13,17,23,23,23,25,29,38,146,2,999,0,43,1.1,93.994,-36.4,4.857,5191,23
32,2,14,18,23,23,23,25,29,38,167,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
39,4,13,17,23,24,23,25,29,38,356,2,999,0,43,1.1,93.994,-36.4,4.857,5191,23
43,3,13,10,23,23,23,25,29,38,277,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
44,4,13,19,23,24,23,25,29,38,172,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
35,12,14,21,10,23,23,25,29,38,218,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
35,12,14,21,10,24,24,25,29,38,217,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
35,8,13,20,23,23,23,25,29,38,67,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
36,2,14,16,23,23,23,25,29,38,291,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
35,12,14,21,10,24,23,25,29,38,248,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
36,12,14,19,23,24,23,25,29,38,256,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
55,1,15,21,23,23,23,25,29,38,286,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
59,3,13,21,23,23,23,25,29,38,477,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
57,6,13,10,10,23,23,25,29,38,611,2,999,0,43,1.1,93.994,-36.4,4.857,5191,23
39,4,13,20,10,24,23,25,29,38,471,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
39,1,13,16,10,24,23,25,29,38,381,2,999,0,43,1.1,93.994,-36.4,4.857,5191,23
30,4,14,10,23,24,23,25,29,38,251,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
30,4,14,10,23,24,24,25,29,38,408,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
50,1,13,16,10,23,23,25,29,38,287,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
40,2,13,17,23,23,23,25,29,38,322,3,999,0,43,1.1,93.994,-36.4,4.857,5191,23
35,3,13,17,23,24,23,25,29,38,216,2,999,0,43,1.1,93.994,-36.4,4.857,5191,23
43,5,13,10,10,23,23,25,29,38,366,2,999,0,43,1.1,93.994,-36.4,4.857,5191,23
36,2,14,18,10,24,23,25,29,38,210,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
46,5,13,16,10,24,23,25,29,38,288,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
40,5,13,19,23,23,23,25,29,38,168,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
58,6,13,21,23,23,23,25,29,38,132,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
42,5,13,21,23,23,23,25,29,38,64,2,999,0,43,1.1,93.994,-36.4,4.857,5191,23
35,3,14,21,23,23,23,25,29,38,209,2,999,0,43,1.1,93.994,-36.4,4.857,5191,23
43,6,13,16,10,23,23,25,29,38,410,3,999,0,43,1.1,93.994,-36.4,4.857,5191,23
45,4,13,16,23,24,24,25,29,38,177,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
39,3,13,20,23,24,23,25,29,38,580,2,999,0,43,1.1,93.994,-36.4,4.857,5191,23
50,2,15,20,23,24,23,25,29,38,165,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
32,7,15,16,10,24,23,25,29,38,127,2,999,0,43,1.1,93.994,-36.4,4.857,5191,23
39,3,13,17,10,23,23,25,29,38,357,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
52,9,13,21,10,23,23,25,29,38,175,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
44,3,13,20,23,24,23,25,29,38,300,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
56,4,13,16,23,23,23,25,29,38,136,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
48,3,13,17,23,23,23,25,29,38,125,2,999,0,43,1.1,93.994,-36.4,4.857,5191,23
33,2,13,17,10,23,24,25,29,38,189,2,999,0,43,1.1,93.994,-36.4,4.857,5191,23
43,7,13,21,10,23,24,25,29,38,213,3,999,0,43,1.1,93.994,-36.4,4.857,5191,23
57,6,13,17,23,23,23,25,29,38,238,2,999,0,43,1.1,93.994,-36.4,4.857,5191,23
36,5,14,20,23,23,23,25,29,38,124,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
34,7,13,21,23,24,23,25,29,38,18,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
34,2,14,19,23,23,23,25,29,38,730,2,999,0,43,1.1,93.994,-36.4,4.857,5191,23
30,5,13,21,10,23,23,25,29,38,40,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
33,2,15,10,23,23,23,25,29,38,181,2,999,0,43,1.1,93.994,-36.4,4.857,5191,23
32,5,14,20,23,23,23,25,29,38,79,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
36,5,14,17,23,24,23,25,29,38,142,2,999,0,43,1.1,93.994,-36.4,4.857,5191,23
36,4,14,17,23,23,24,25,29,38,389,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
33,2,14,17,23,23,23,25,29,38,702,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
40,5,15,20,23,23,23,25,29,38,151,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
41,4,13,16,23,24,23,25,29,38,211,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
51,2,13,18,23,24,23,25,29,38,117,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
36,5,13,20,23,24,23,25,29,38,232,3,999,0,43,1.1,93.994,-36.4,4.857,5191,23
28,2,13,10,23,23,23,25,29,38,408,2,999,0,43,1.1,93.994,-36.4,4.857,5191,23
53,2,13,17,23,24,24,25,29,38,370,3,999,0,43,1.1,93.994,-36.4,4.857,5191,23
58,4,13,19,10,24,23,25,29,38,179,2,999,0,43,1.1,93.994,-36.4,4.857,5191,23
45,7,13,19,23,23,24,25,29,38,46,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
43,5,13,10,23,24,23,25,29,38,200,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
33,3,13,17,23,23,24,25,29,38,50,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
33,3,13,17,23,23,24,25,29,38,181,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
27,4,14,18,23,10,10,25,29,38,119,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
42,5,13,17,23,23,23,25,29,38,361,1,999,0,43,1.1,93.994,-36.4,4.857,5191,23
43,3,15,19,23,23,23,25,29,38,73,3,999,0,43,1.1,93.994,-36.4,4.857,5191,23
42,3,13,21,23,23,23,25,29,38,67,2,999,0,43,1.1,93.994,-36.4,4.857,5191,23
